"abbreviation"	"equation"	"lowbnd"	"uppbnd"	"obj_coef"
"ZN2tpp"	"zn2_p --> zn2_c"	0	1000	0
"NI2tpp"	"ni2_p --> ni2_c"	0	1000	0
"EX_arbtn_e"	"arbtn_e --> "	0	1000	0
"COBALT2t3pp"	"h_p + cobalt2_c --> h_c + cobalt2_p"	0	1000	0
"23DAPPAt2pp"	"h_p + 23dappa_p --> h_c + 23dappa_c"	0	1000	0
"NADHPO"	"h_c + h2o2_c + nadh_c --> nad_c + (2) h2o_c"	0	1000	0
"ACOAD7f"	"pmtcoa_c + fad_c <==> fadh2_c + hdd2coa_c"	-1000	1000	0
"ACOAD8f"	"stcoa_c + fad_c <==> fadh2_c + od2coa_c"	-1000	1000	0
"PLIPA1A120pp"	"h2o_p + pa120_p --> ddca_p + 2ddecg3p_p"	0	1000	0
"ACOAD5f"	"ddcacoa_c + fad_c <==> fadh2_c + dd2coa_c"	-1000	1000	0
"PLIPA1A140pp"	"h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p"	0	1000	0
"EX_dopa_e"	"dopa_e --> "	0	1000	0
"PLIPA1A141pp"	"h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p"	0	1000	0
"PLIPA1A160pp"	"h2o_p + pa160_p --> hdca_p + 2hdecg3p_p"	0	1000	0
"PLIPA1A161pp"	"h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p"	0	1000	0
"PLIPA1A180pp"	"h2o_p + pa180_p --> ocdca_p + 2odecg3p_p"	0	1000	0
"LPLIPAL2A120"	"2ddecg3p_c + h2o_c --> (2) h_c + glyc3p_c + ddca_c"	0	1000	0
"CAt6pp"	"na1_p + ca2_c <==> ca2_p + na1_c"	-1000	1000	0
"ACOAD3f"	"occoa_c + fad_c <==> fadh2_c + oc2coa_c"	-1000	1000	0
"ACOAD2f"	"hxcoa_c + fad_c <==> fadh2_c + hx2coa_c"	-1000	1000	0
"ACOAD4f"	"dcacoa_c + fad_c <==> fadh2_c + dc2coa_c"	-1000	1000	0
"ACOAD6f"	"tdcoa_c + fad_c <==> fadh2_c + td2coa_c"	-1000	1000	0
"NADH16pp"	"(4) h_c + q8_c + nadh_c --> (3) h_p + nad_c + q8h2_c"	0	1000	0
"NADH18pp"	"(4) h_c + 2dmmq8_c + nadh_c --> (3) h_p + nad_c + 2dmmql8_c"	0	1000	0
"EX_tartr_D_e"	"tartr__D_e --> "	0	1000	0
"GLYBt2pp"	"h_p + glyb_p --> h_c + glyb_c"	0	1000	0
"5DGLCNt2rpp"	"h_p + 5dglcn_p <==> h_c + 5dglcn_c"	-1000	1000	0
"GALCTNt2pp"	"h_p + galctn__D_p --> h_c + galctn__D_c"	0	1000	0
"GALCTNLtex"	"galctn__L_e <==> galctn__L_p"	-1000	1000	0
"EX_galctn_L_e"	"galctn__L_e --> "	0	1000	0
"DSERt2pp"	"h_p + ser__D_p --> h_c + ser__D_c"	0	1000	0
"EX_hom_L_e"	"hom__L_e --> "	0	1000	0
"ALAt4pp"	"na1_p + ala__L_p --> ala__L_c + na1_c"	0	1000	0
"LYSt3pp"	"h_p + lys__L_c --> h_c + lys__L_p"	0	1000	0
"KDUI"	"dt5hsu_c --> dkdglcn_c"	0	1000	0
"EX_tungs_e"	"tungs_e <==> "	-1000	1000	0
"CA2t3pp"	"h_p + ca2_c --> ca2_p + h_c"	0	1000	0
"CTBTCAL2"	"ctbt_c + atp_c + coa_c --> adp_c + pi_c + ctbtcoa_c"	0	1000	0
"OBTFL"	"2obut_c + coa_c --> ppcoa_c + for_c"	0	1000	0
"NADH17pp"	"(4) h_c + mqn8_c + nadh_c --> (3) h_p + nad_c + mql8_c"	0	1000	0
"FA161ACPHi"	"hdeACP_c + h2o_c --> h_c + hdcea_c + ACP_c"	0	1000	0
"BGLA1"	"6pgg_c + h2o_c --> glc__D_c + g6p_c"	0	1000	0
"FA141ACPHi"	"tdeACP_c + h2o_c --> h_c + ttdcea_c + ACP_c"	0	1000	0
"THRt2pp"	"thr__L_c + h_p --> h_c + thr__L_p"	0	1000	0
"ARGt3pp"	"arg__L_c + h_p --> h_c + arg__L_p"	0	1000	0
"FA160ACPHi"	"h2o_c + palmACP_c --> h_c + hdca_c + ACP_c"	0	1000	0
"MALDtex"	"mal__D_e <==> mal__D_p"	-1000	1000	0
"OROTtex"	"orot_e <==> orot_p"	-1000	1000	0
"EX_crn_D_e"	"crn__D_e --> "	0	1000	0
"GDPMNP"	"gdpmann_c + h2o_c --> (2) h_c + man1p_c + gmp_c"	0	1000	0
"OPHHX3"	"nad_c + (2) atp_c + 2oph_c + (3) h2o_c --> (3) h_c + (2) adp_c + (2) pi_c + 2ohph_c + nadh_c"	0	1000	0
"AMMQLT8"	"amet_c + 2dmmql8_c --> h_c + ahcys_c + mql8_c"	0	1000	0
"FA120ACPHi"	"h2o_c + ddcaACP_c --> h_c + ddca_c + ACP_c"	0	1000	0
"FA80ACPHi"	"ocACP_c + h2o_c --> h_c + octa_c + ACP_c"	0	1000	0
"FA140ACPHi"	"h2o_c + myrsACP_c --> h_c + ttdca_c + ACP_c"	0	1000	0
"PPAt4pp"	"na1_p + ppa_p --> ppa_c + na1_c"	0	1000	0
"OROTt2_2pp"	"(2) h_p + orot_p --> (2) h_c + orot_c"	0	1000	0
"MALDt2_2pp"	"(2) h_p + mal__D_p --> (2) h_c + mal__D_c"	0	1000	0
"FA100ACPHi"	"h2o_c + dcaACP_c --> dca_c + h_c + ACP_c"	0	1000	0
"CRNDCAL2"	"atp_c + crn__D_c + coa_c --> adp_c + pi_c + crnDcoa_c"	0	1000	0
"5DGLCNtex"	"5dglcn_e <==> 5dglcn_p"	-1000	1000	0
"EX_LalaDgluMdapDala_e"	"LalaDgluMdapDala_e --> "	0	1000	0
"EX_5dglcn_e"	"5dglcn_e --> "	0	1000	0
"DTARTD"	"tartr__D_c --> h2o_c + oaa_c"	0	1000	0
"CRNCAL2"	"atp_c + crn_c + coa_c --> adp_c + pi_c + crncoa_c"	0	1000	0
"CHLt2pp"	"h_p + chol_p --> h_c + chol_c"	0	1000	0
"GLYt4pp"	"na1_p + gly_p --> gly_c + na1_c"	0	1000	0
"PLIPA2E161pp"	"h2o_p + pe161_p --> h_p + 1agpe161_p + hdcea_p"	0	1000	0
"PLIPA2E180pp"	"h2o_p + pe180_p --> h_p + ocdca_p + 1agpe180_p"	0	1000	0
"FRULYSE"	"psclys_c <==> frulys_c"	-1000	1000	0
"FRULYSt2pp"	"h_p + frulys_p --> h_c + frulys_c"	0	1000	0
"EX_LalaDgluMdap_e"	"LalaDgluMdap_e --> "	0	1000	0
"EX_psclys_e"	"psclys_e --> "	0	1000	0
"TUNGStex"	"tungs_e <==> tungs_p"	-1000	1000	0
"PLIPA2G120pp"	"h2o_p + pg120_p --> h_p + ddca_p + 1agpg120_p"	0	1000	0
"PLIPA2G180pp"	"h2o_p + pg180_p --> h_p + ocdca_p + 1agpg180_p"	0	1000	0
"LPLIPAL1A161pp"	"h2o_p + 1hdec9eg3p_p --> h_p + glyc3p_p + hdcea_p"	0	1000	0
"LPLIPAL1A160pp"	"h2o_p + 1hdecg3p_p --> hdca_p + h_p + glyc3p_p"	0	1000	0
"PSCLYSt2pp"	"h_p + psclys_p --> h_c + psclys_c"	0	1000	0
"LYSt2pp"	"h_p + lys__L_p --> h_c + lys__L_c"	0	1000	0
"COBALT2tpp"	"cobalt2_p --> cobalt2_c"	0	1000	0
"OXCDC"	"h_c + oxalcoa_c --> forcoa_c + co2_c"	0	1000	0
"LPLIPAL2A140"	"2tdecg3p_c + h2o_c --> (2) h_c + glyc3p_c + ttdca_c"	0	1000	0
"LPLIPAL2A160"	"2hdecg3p_c + h2o_c --> (2) h_c + glyc3p_c + hdca_c"	0	1000	0
"LPLIPAL2A161"	"h2o_c + 2hdec9eg3p_c --> (2) h_c + hdcea_c + glyc3p_c"	0	1000	0
"LPLIPAL2A180"	"2odecg3p_c + h2o_c --> (2) h_c + glyc3p_c + ocdca_c"	0	1000	0
"GLYt2pp"	"h_p + gly_p --> h_c + gly_c"	0	1000	0
"ALAt2pp"	"h_p + ala__L_p --> h_c + ala__L_c"	0	1000	0
"EX_anhgm_e"	"anhgm_e --> "	0	1000	0
"BALAt2pp"	"h_p + ala_B_p --> ala_B_c + h_c"	0	1000	0
"DALAt2pp"	"h_p + ala__D_p --> h_c + ala__D_c"	0	1000	0
"FE2tpp"	"fe2_p --> fe2_c"	0	1000	0
"LPLIPAL2A181"	"2odec11eg3p_c + h2o_c --> (2) h_c + glyc3p_c + ocdcea_c"	0	1000	0
"DM_aacald_c"	"aacald_c --> "	0	1000	0
"UM3PL"	"uamr_c + atp_c + LalaDgluMdap_c --> h_c + adp_c + pi_c + ugmd_c"	0	1000	0
"MN2tpp"	"mn2_p --> mn2_c"	0	1000	0
"MG2tpp"	"mg2_p --> mg2_c"	0	1000	0
"5MTRtex"	"5mtr_e <==> 5mtr_p"	-1000	1000	0
"NI2t3pp"	"ni2_c + h_p --> h_c + ni2_p"	0	1000	0
"PPAtex"	"ppa_e <==> ppa_p"	-1000	1000	0
"GALCTNLt2pp"	"h_p + galctn__L_p --> h_c + galctn__L_c"	0	1000	0
"GALCTLO"	"nad_c + galctn__L_c --> h_c + tagur_c + nadh_c"	0	1000	0
"THYMt3pp"	"h_p + thym_c --> h_c + thym_p"	0	1000	0
"CLt3_2pp"	"h_c + (2) cl_p --> h_p + (2) cl_c"	0	1000	0
"EX_ppal_e"	"ppal_e --> "	0	1000	0
"POR5"	"(2) flxso_c + pyr_c + coa_c <==> (2) flxr_c + h_c + accoa_c + co2_c"	-1000	1000	0
"HACD8"	"h_c + 3ohodcoa_c + nadh_c <==> 3hodcoa_c + nad_c"	-1000	1000	0
"CTECOAI8"	"odecoa_c <==> od2coa_c"	-1000	1000	0
"CTECOAI6"	"tdecoa_c <==> td2coa_c"	-1000	1000	0
"MTHTHFSs"	"mdhdhf_c + h2o_c --> mththf_c"	0	1000	0
"SELGTHR"	"(2) h_c + (4) gthrd_c + slnt_c --> dgslnt_c + (3) h2o_c + gthox_c"	0	1000	0
"SELGTHR3"	"gslnt_c + nadph_c --> gthrd_c + nadp_c + seln_c"	0	1000	0
"EX_slnt_e"	"slnt_e <==> "	-1000	1000	0
"MALCOAMT"	"amet_c + malcoa_c --> malcoame_c + ahcys_c"	0	1000	0
"PSCLYStex"	"psclys_e <==> psclys_p"	-1000	1000	0
"THYMtex"	"thym_e <==> thym_p"	-1000	1000	0
"CU2tpp"	"cu2_p --> cu2_c"	0	1000	0
"FE2t3pp"	"h_p + fe2_c --> fe2_p + h_c"	0	1000	0
"MN2t3pp"	"mn2_c + h_p --> h_c + mn2_p"	0	1000	0
"MG2t3_2pp"	"(2) h_c + mg2_p <==> (2) h_p + mg2_c"	-1000	1000	0
"CD2tpp"	"cd2_p --> cd2_c"	0	1000	0
"ETHAt2pp"	"h_p + etha_p --> h_c + etha_c"	0	1000	0
"FE3abcpp"	"atp_c + h2o_c + fe3_p --> h_c + adp_c + pi_c + fe3_c"	0	1000	0
"THRA"	"thr__L_c --> gly_c + acald_c"	0	1000	0
"OGMEACPS"	"h_c + malcoame_c + malACP_c --> ogmeACP_c + coa_c + co2_c"	0	1000	0
"OGMEACPR"	"h_c + ogmeACP_c + nadph_c --> hgmeACP_c + nadp_c"	0	1000	0
"OPMEACPS"	"h_c + gmeACP_c + malACP_c --> opmeACP_c + co2_c + ACP_c"	0	1000	0
"LIPAabctex"	"lipa_p + atp_c + h2o_c --> h_c + adp_c + pi_c + lipa_e"	0	1000	0
"DGUNC"	"(2) gtp_c --> cdigmp_c + (2) ppi_c"	0	1000	0
"XYLK2"	"atp_c + xylu__L_c --> h_c + xu5p__L_c + adp_c"	0	1000	0
"GLDBRAN2"	"bglycogen_c --> glycogen_c"	0	1000	0
"LALADGLUtex"	"LalaDglu_e <==> LalaDglu_p"	-1000	1000	0
"S2FE2SR"	"sufsesh_c + atp_c + h2o_c + 2fe1s_c + sufbcd_c --> (5) h_c + sufbcd_2fe2s_c + adp_c + pi_c + sufse_c"	0	1000	0
"CDGUNPD"	"cdigmp_c + h2o_c --> h_c + 5pg35pg_c"	0	1000	0
"ACACT8r"	"3ohodcoa_c + coa_c <==> accoa_c + pmtcoa_c"	-1000	1000	0
"LALALGLUtpp"	"LalaLglu_p + h_p --> h_c + LalaLglu_c"	0	1000	0
"CTECOAI7"	"hdcoa_c <==> hdd2coa_c"	-1000	1000	0
"CLIPAabctex"	"lipa_cold_p + atp_c + h2o_c --> h_c + adp_c + lipa_cold_e + pi_c"	0	1000	0
"3AMACHYD"	"h_c + h2o_c + 3amac_c --> nh4_c + msa_c"	0	1000	0
"K2L4Aabctex"	"atp_c + kdo2lipid4_p + h2o_c --> h_c + adp_c + pi_c + kdo2lipid4_e"	0	1000	0
"FDH4pp"	"(2) h_c + for_p + q8_c --> h_p + q8h2_c + co2_p"	0	1000	0
"FDH5pp"	"(2) h_c + for_p + mqn8_c --> h_p + co2_p + mql8_c"	0	1000	0
"ACPPAT140"	"h_c + pi_c + myrsACP_c --> ttdcap_c + ACP_c"	0	1000	0
"APG3PAT140"	"glyc3p_c + ttdcap_c --> h_c + pi_c + 1tdecg3p_c"	0	1000	0
"LDGUNPD"	"5pg35pg_c + h2o_c --> h_c + (2) gmp_c"	0	1000	0
"MPTAT"	"h_c + mpt_c + atp_c --> mptamp_c + ppi_c"	0	1000	0
"APG3PAT141"	"glyc3p_c + ttdceap_c --> h_c + pi_c + 1tdec7eg3p_c"	0	1000	0
"MOADSUx"	"iscssh_c + moadamp_c + nadh_c --> nad_c + moadcosh_c + amp_c + iscs_c"	0	1000	0
"3HPPtex"	"3hpp_e <==> 3hpp_p"	-1000	1000	0
"CMtpp"	"h_p + cm_p --> h_c + cm_e"	0	1000	0
"FUSAtpp"	"fusa_p + h_p --> h_c + fusa_e"	0	1000	0
"APG3PAT181"	"glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c"	0	1000	0
"APH140"	"ttdcap_c + h2o_c --> (2) h_c + pi_c + ttdca_c"	0	1000	0
"APH160"	"hdcap_c + h2o_c --> (2) h_c + pi_c + hdca_c"	0	1000	0
"OPMEACPD"	"hpmeACP_c --> epmeACP_c + h2o_c"	0	1000	0
"EPMEACPR"	"h_c + epmeACP_c + nadph_c --> pmeACP_c + nadp_c"	0	1000	0
"RFAMPtex"	"rfamp_e <==> rfamp_p"	-1000	1000	0
"MINCYCtex"	"mincyc_e <==> mincyc_p"	-1000	1000	0
"AOXSr2"	"pimACP_c + ala__L_c --> 8aonn_c + co2_c + ACP_c"	0	1000	0
"MINCYCtpp"	"h_p + mincyc_p --> h_c + mincyc_e"	0	1000	0
"MEOHtrpp"	"meoh_p <==> meoh_c"	-1000	1000	0
"EX_LalaDglu_e"	"LalaDglu_e --> "	0	1000	0
"SCYSDS"	"cys__L_c + sufse_c --> sufsesh_c + ala__L_c"	0	1000	0
"DOXRBCNtex"	"doxrbcn_e <==> doxrbcn_p"	-1000	1000	0
"DOXRBCNtpp"	"h_p + doxrbcn_p --> h_c + doxrbcn_e"	0	1000	0
"S2FE2SS"	"fadh2_c + (2) sufsesh_c + atp_c + (2) fe2_c + h2o_c + sufbcd_c --> (7) h_c + sufbcd_2fe2s_c + adp_c + pi_c + (2) sufse_c + fad_c"	0	1000	0
"S4FE4SR"	"(2) h_c + fadh2_c + sufbcd_2fe2s2_c --> sufbcd_4fe4s_c + fad_c"	0	1000	0
"CCGS"	"nh4_c + atp_c + cdg_c --> preq0_c + h_c + adp_c + pi_c + h2o_c"	0	1000	0
"SELtex"	"sel_e <==> sel_p"	-1000	1000	0
"SELR"	"mql8_c + sel_c --> slnt_c + h2o_c + mqn8_c"	0	1000	0
"OGMEACPD"	"hgmeACP_c --> egmeACP_c + h2o_c"	0	1000	0
"EGMEACPR"	"h_c + egmeACP_c + nadph_c --> gmeACP_c + nadp_c"	0	1000	0
"OPMEACPR"	"h_c + opmeACP_c + nadph_c --> hpmeACP_c + nadp_c"	0	1000	0
"PMEACPE"	"pmeACP_c + h2o_c --> pimACP_c + meoh_c"	0	1000	0
"ETOHtrpp"	"etoh_p <==> etoh_c"	-1000	1000	0
"REPHACCOAI"	"rephaccoa_c <==> 2oxpaccoa_c"	-1000	1000	0
"ACPPAT141"	"h_c + tdeACP_c + pi_c --> ttdceap_c + ACP_c"	0	1000	0
"ACPPAT161"	"h_c + hdeACP_c + pi_c --> hdceap_c + ACP_c"	0	1000	0
"ACPPAT180"	"h_c + pi_c + ocdcaACP_c --> ocdcap_c + ACP_c"	0	1000	0
"APG3PAT160"	"glyc3p_c + hdcap_c --> h_c + 1hdecg3p_c + pi_c"	0	1000	0
"APG3PAT161"	"glyc3p_c + hdceap_c --> h_c + pi_c + 1hdec9eg3p_c"	0	1000	0
"MEOHtex"	"meoh_e <==> meoh_p"	-1000	1000	0
"EX_5mtr_e"	"5mtr_e --> "	0	1000	0
"APG3PAT180"	"glyc3p_c + ocdcap_c --> h_c + pi_c + 1odecg3p_c"	0	1000	0
"ICYSDS"	"cys__L_c + iscs_c --> iscssh_c + ala__L_c"	0	1000	0
"MECDPDH5"	"(2) flxr_c + h_c + 2mecdp_c --> h2o_c + (2) flxso_c + h2mb4p_c"	0	1000	0
"CDGR"	"preq0_c + (3) h_c + (2) nadph_c --> preq1_c + (2) nadp_c"	0	1000	0
"RNTR1c2"	"(2) flxr_c + (2) h_c + atp_c --> datp_c + h2o_c + (2) flxso_c"	0	1000	0
"RNTR2c2"	"(2) flxr_c + (2) h_c + gtp_c --> h2o_c + (2) flxso_c + dgtp_c"	0	1000	0
"I4FE4SR"	"(2) h_c + fadh2_c + iscu_2fe2s2_c --> iscu_4fe4s_c + fad_c"	0	1000	0
"S2FE2ST"	"(4) h_c + sufbcd_2fe2s_c --> sufbcd_c + 2fe2s_c"	0	1000	0
"BMOCOS"	"mptamp_c + moco_c --> bmoco_c + cu2_c + amp_c"	0	1000	0
"BWCOS"	"wco_c + mptamp_c --> bwco_c + cu2_c + amp_c"	0	1000	0
"RNTR3c2"	"(2) flxr_c + (2) h_c + ctp_c --> dctp_c + h2o_c + (2) flxso_c"	0	1000	0
"RNTR4c2"	"(2) flxr_c + (2) h_c + utp_c --> dutp_c + h2o_c + (2) flxso_c"	0	1000	0
"BWCOGDS1"	"h_c + bwco_c + gtp_c --> ppi_c + bwco1gdp_c"	0	1000	0
"BWCOGDS2"	"h_c + bwco1gdp_c + gtp_c --> bwcogdp_c + ppi_c"	0	1000	0
"FLDR2"	"(2) flxso_c + nadph_c --> (2) flxr_c + h_c + nadp_c"	0	1000	0
"CDGS"	"h_c + cph4_c --> nh4_c + cdg_c"	0	1000	0
"5MTRtpp"	"h_c + 5mtr_c --> 5mtr_p + h_p"	0	1000	0
"TTRCYCtex"	"ttrcyc_e <==> ttrcyc_p"	-1000	1000	0
"DHNPTE"	"dhnpt_c <==> dhmpt_c"	-1000	1000	0
"DHMPTR"	"h_c + dhmpt_c + nadph_c --> thmnp_c + nadp_c"	0	1000	0
"NOVBCNtpp"	"novbcn_p + h_p --> novbcn_e + h_c"	0	1000	0
"CMtex"	"cm_e <==> cm_p"	-1000	1000	0
"TTRCYCtpp"	"h_p + ttrcyc_p --> h_c + ttrcyc_e"	0	1000	0
"LALALGLUtex"	"LalaLglu_e <==> LalaLglu_p"	-1000	1000	0
"CBMD"	"(2) h_c + cbm_c --> nh4_c + co2_c"	0	1000	0
"LALADGLUtpp"	"h_p + LalaDglu_p --> h_c + LalaDglu_c"	0	1000	0
"I2FE2SS"	"(2) iscssh_c + fadh2_c + (2) fe2_c + iscu_c --> iscu_2fe2s_c + (6) h_c + (2) iscs_c + fad_c"	0	1000	0
"I2FE2ST"	"iscu_2fe2s_c + (4) h_c --> 2fe2s_c + iscu_c"	0	1000	0
"FESR"	"fe2_c + 3fe4s_c --> 4fe4s_c"	0	1000	0
"OXCOAHDH"	"nadp_c + (2) h2o_c + 2oxpaccoa_c --> (2) h_c + 3oxdhscoa_c + nadph_c"	0	1000	0
"DHACOAH"	"h2o_c + 23dhacoa_c <==> 3hadpcoa_c"	-1000	1000	0
"I2FE2SS2"	"iscu_2fe2s_c + (2) iscssh_c + fadh2_c + (2) fe2_c --> (6) h_c + iscu_2fe2s2_c + (2) iscs_c + fad_c"	0	1000	0
"MSAR"	"h_c + msa_c + nadph_c --> nadp_c + 3hpp_c"	0	1000	0
"I4FE4ST"	"(4) h_c + iscu_4fe4s_c --> iscu_c + 4fe4s_c"	0	1000	0
"S4FE4ST"	"(4) h_c + sufbcd_4fe4s_c --> sufbcd_c + 4fe4s_c"	0	1000	0
"THFAT"	"h2o_c + methf_c --> h_c + 5fthf_c"	0	1000	0
"FOMETRi"	"h_c + 5fthf_c --> h2o_c + methf_c"	0	1000	0
"SLNTtex"	"slnt_e <==> slnt_p"	-1000	1000	0
"S2FE2SS2"	"sufbcd_2fe2s_c + fadh2_c + (2) sufsesh_c + atp_c + (2) fe2_c + h2o_c --> (7) h_c + adp_c + pi_c + (2) sufse_c + sufbcd_2fe2s2_c + fad_c"	0	1000	0
"BTS5"	"amet_c + 2fe2s_c + dtbt_c --> h_c + met__L_c + dad_5_c + 2fe1s_c + btn_c"	0	1000	0
"SELGTHR2"	"h_c + dgslnt_c + nadph_c --> gthrd_c + nadp_c + gslnt_c"	0	1000	0
"EX_LalaLglu_e"	"LalaLglu_e --> "	0	1000	0
"GDPTPDP"	"gdptp_c + h2o_c --> ppi_c + gtp_c"	0	1000	0
"LIPOS"	"octapb_c + h_c + nad_c + (2) amet_c + 4fe4s_c --> (2) met__L_c + (2) dad_5_c + (2) fe2_c + lipopb_c + 2fe2s_c + nadh_c"	0	1000	0
"COLIPAKpp"	"udcpdp_p + colipa_p --> colipap_p + udcpp_p"	0	1000	0
"ACPPAT120"	"h_c + pi_c + ddcaACP_c --> ddcap_c + ACP_c"	0	1000	0
"3HPPtpp"	"h_c + 3hpp_c --> h_p + 3hpp_p"	0	1000	0
"MPTSS"	"h_c + atp_c + moadcoo_c --> moadamp_c + ppi_c"	0	1000	0
"CPMPS"	"h2o_c + gtp_c --> cpmp_c + ppi_c"	0	1000	0
"LIPOCT"	"h_c + ocACP_c --> octapb_c + ACP_c"	0	1000	0
"LIPATPT"	"atp_c + lipoate_c --> ppi_c + lipoamp_c"	0	1000	0
"LIPAMPL"	"lipoamp_c --> lipopb_c + amp_c"	0	1000	0
"ALDD19xr"	"nad_c + pacald_c + h2o_c <==> (2) h_c + pac_c + nadh_c"	-1000	1000	0
"MMM"	"succoa_c --> mmcoa__S_c"	0	1000	0
"MOGDS"	"h_c + gtp_c + moco_c --> mocogdp_c + ppi_c"	0	1000	0
"CPH4S"	"h2o_c + ahdt_c --> h_c + pppi_c + cph4_c + acald_c"	0	1000	0
"WCOS"	"(2) h_c + mptamp_c + tungs_c --> wco_c + cu2_c + h2o_c + amp_c"	0	1000	0
"RFAMPtpp"	"h_p + rfamp_p --> h_c + rfamp_e"	0	1000	0
"SHCHCS3"	"2sephchc_c --> 2shchc_c + pyr_c"	0	1000	0
"VPAMTr"	"3mob_c + ala__L_c <==> val__L_c + pyr_c"	-1000	1000	0
"ACOLIPAabctex"	"atp_c + acolipa_p + h2o_c --> h_c + adp_c + pi_c + acolipa_e"	0	1000	0
"PYK4"	"pep_c + h_c + cdp_c --> ctp_c + pyr_c"	0	1000	0
"NADPHXD"	"adp_c + nadphx__S_c --> h_c + pi_c + nadph_c + amp_c"	0	1000	0
"NADHHR"	"h2o_c + nadh_c --> nadhx__R_c"	0	1000	0
"ECA4COLIPAabctex"	"atp_c + eca4colipa_p + h2o_c --> h_c + adp_c + pi_c + eca4colipa_e"	0	1000	0
"EX_ttrcyc_e"	"ttrcyc_e --> "	0	1000	0
"COLIPAPabctex"	"colipap_p + atp_c + h2o_c --> h_c + adp_c + pi_c + colipap_e"	0	1000	0
"NADPHXE"	"nadphx__R_c <==> nadphx__S_c"	-1000	1000	0
"ALAtpp"	"ala__L_c --> ala__L_p"	0	1000	0
"CH4tex"	"ch4_e <==> ch4_p"	-1000	1000	0
"EX_mincyc_e"	"mincyc_e --> "	0	1000	0
"TARTRDtex"	"tartr__D_e <==> tartr__D_p"	-1000	1000	0
"DM_4crsol_c"	"4crsol_c --> "	0	1000	0
"3OXCOAT"	"oxadpcoa_c + coa_c --> accoa_c + succoa_c"	0	1000	0
"BTNt2ipp"	"h_p + btn_p --> h_c + btn_c"	0	1000	0
"URACPAH"	"uracp_c + h2o_c --> h_c + cbm_c + poaac_c"	0	1000	0
"BTNtex"	"btn_e <==> btn_p"	-1000	1000	0
"DHBSZ3FEabcpp"	"atp_c + h2o_c + fe3dhbzs3_p --> h_c + adp_c + pi_c + fe3dhbzs3_c"	0	1000	0
"FE3DHBZS3R"	"nadph_c + (2) fe3dhbzs3_c --> (3) h_c + (2) fe2_c + nadp_c + (2) 23dhbzs3_c"	0	1000	0
"DXYLONtpp"	"dxylnt_p <==> dxylnt_c"	-1000	1000	0
"DXYLTD"	"dxylnt_c <==> h2o_c + 2ddara_c"	-1000	1000	0
"2DDARAA"	"2ddara_c <==> pyr_c + gcald_c"	-1000	1000	0
"2DGLCptspp"	"pep_c + 2dglc_p --> 2doxg6p_c + pyr_c"	0	1000	0
"2DGULRGx"	"h_c + 2dhguln_c + nadh_c --> nad_c + glcn_c"	0	1000	0
"2DGULRGy"	"h_c + 2dhguln_c + nadph_c --> glcn_c + nadp_c"	0	1000	0
"AP4AS"	"h_c + (2) atp_c --> ppi_c + ap4a_c"	0	1000	0
"ARBTptspp"	"pep_c + arbt_p --> arbt6p_c + pyr_c"	0	1000	0
"ARBTtex"	"arbt_e --> arbt_p"	0	1000	0
"EX_arbt_e"	"arbt_e --> "	0	1000	0
"GNP"	"6pgc_c + h2o_c --> pi_c + glcn_c"	0	1000	0
"ALLTAMH2"	"(2) h_c + h2o_c + alltt_c --> nh4_c + urdgci_c + co2_c"	0	1000	0
"UGCIAMH"	"h2o_c + urdgci_c --> nh4_c + urdglyc_c"	0	1000	0
"DMSOtpp"	"dmso_p <==> dmso_c"	-1000	1000	0
"POAACR"	"nadh_c + poaac_c --> nad_c + h2o_c + 3amac_c"	0	1000	0
"PYDXtex"	"pydx_e <==> pydx_p"	-1000	1000	0
"PYDXtpp"	"pydx_p --> pydx_c"	0	1000	0
"SUCASPtpp"	"asp__L_p + succ_c <==> asp__L_c + succ_p"	-1000	1000	0
"METGLCUR"	"metglcur_c + h2o_c --> glcur_c + meoh_c"	0	1000	0
"ACOAD1fr"	"fadh2_c + b2coa_c --> btcoa_c + fad_c"	0	1000	0
"23DOGULNt4pp"	"na1_p + 23doguln_p --> 23doguln_c + na1_c"	0	1000	0
"FE3DCITexs"	"(2) cit_e + fe3_e --> fe3dcit_e"	0	1000	0
"SUCMALtpp"	"mal__L_p + succ_c <==> succ_p + mal__L_c"	-1000	1000	0
"PYDXNtex"	"pydxn_e <==> pydxn_p"	-1000	1000	0
"FEENTERES"	"h2o_c + feenter_c --> fe3dhbzs3_c"	0	1000	0
"PYDXNtpp"	"pydxn_p --> pydxn_c"	0	1000	0
"FEENTERR4"	"nadph_c + (2) feenter_c --> h_c + (2) fe2_c + nadp_c + (2) enter_c"	0	1000	0
"ACPPAT160"	"h_c + pi_c + palmACP_c --> hdcap_c + ACP_c"	0	1000	0
"DXYLONtex"	"dxylnt_e <==> dxylnt_p"	-1000	1000	0
"PYDAMtex"	"pydam_e <==> pydam_p"	-1000	1000	0
"PYDAMtpp"	"pydam_p --> pydam_c"	0	1000	0
"PSURItex"	"psuri_e <==> psuri_p"	-1000	1000	0
"ALR2x"	"h_c + mthgxl_c + nadh_c --> nad_c + acetol_c"	0	1000	0
